id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
72112,0,22/1/2013,Finn Water,342,FINN WATER,37.97008233,-9.61128322,Kwa Mzee Benabea,Ruvuma / Southern Coast,Mapambano,Lindi,80,43,Liwale,Mbaya,250,,GeoData Consultants Ltd,VWC,,TRUE,1986,other,other,other,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
23135,20,23/3/2013,Magadini-makiwaru Water,1220,Magadini-Makiwaru wa,37.01292256,-3.24957696,Kwa Eliamanyisa Matu,Pangani,Tindigani,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,GeoData Consultants Ltd,Water Board,BL Tindigani,TRUE,2001,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
30423,0,18/10/2012,Ifad,1185,IFAD,34.19057512,-1.60969058,Shuleni,Lake Victoria,Shule,Mara,20,3,Musoma Rural,Buswahili,544,,GeoData Consultants Ltd,Parastatal,,FALSE,2002,gravity,gravity,gravity,parastatal,parastatal,unknown,unknown,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,hand pump,hand pump,non-functional
27291,0,17/1/2013,Rwssp,0,DWE,32.4840343,-3.31813257,Imarabupina,Lake Tanganyika,Nduhani,Shinyanga,17,3,Kahama,Bugarama,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
65041,0,20/3/2011,Sabemo,1703,Chamavita,38.33726527,-4.7490986,Kwa Frances,Pangani,Kwevumo,Tanga,4,1,Lushoto,Kwai,1,TRUE,GeoData Consultants Ltd,VWC,Mangamba forest,TRUE,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
9714,0,40763,Kkkt,0,KKKT,32.74628709,-8.88496296,Rosta Mgula,Lake Rukwa,Haloli,Mbeya,12,6,Mbozi,Itaka,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
46725,0,24/3/2011,World Bank,0,Inter,36.64079299,-6.26641256,Kanisani Idilo,Wami / Ruvu,,Dodoma,1,3,Kongwa,Iduo,0,TRUE,GeoData Consultants Ltd,VWC,Iduo,FALSE,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
9750,0,25/2/2013,Hesawa,1426,HESAWA,34.63967198,-1.71140309,Saiga Sisikwa,Lake Victoria,Nyamirama,Mara,20,2,Serengeti,Rung'bure,590,,GeoData Consultants Ltd,Other,,,1995,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
45604,0,40793,Peters,0,DWE,31.51225219,-1.13959123,Church,Lake Victoria,Nyakalembe,Kagera,18,7,Misenyi,Kassambya,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
70666,0,28/2/2013,Government Of Tanzania,0,Government,33.4478015,-3.24751324,Jihu Primary School,Lake Victoria,Jihu A,Shinyanga,17,2,Maswa,Badi,0,TRUE,GeoData Consultants Ltd,WUG,Jihu piped water Scheme,FALSE,0,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
17879,5,19/3/2013,Germany Republi,829,CES,37.27000284,-3.39091046,Kwa Beatrice Mfoi,Pangani,Juhudi,Kilimanjaro,3,5,Hai,Machame Kusini,40,TRUE,GeoData Consultants Ltd,Water Board,Lyamungo-Umbwe water supply,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
53761,0,27/7/2011,Government Of Tanzania,0,,0,-0.00000002,Ibisabageni Primary,Lake Victoria,Beda B,Mwanza,19,6,Geita,Lubanga,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
53470,0,23/7/2011,Inkinda,0,inkinda,33.84643674,-9.55099095,Kwa Inkinda Anastazia,Lake Nyasa,Kasala,Mbeya,12,3,Kyela,Mwaya,0,TRUE,GeoData Consultants Ltd,VWC,Sinyanga water supplied sch,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
36234,200,40789,Magoma Adp,341,VWC,38.59470493,-4.87485869,Kwawambugu,Pangani,Kinondo,Tanga,4,2,Korogwe,Magoma,60,TRUE,GeoData Consultants Ltd,VWC,Nagoma water supply,FALSE,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
8518,0,41366,Kkkt Church,1376,KKKT CHURCH,37.88433957,-4.2092871,Vudee Primary,Pangani,Indini,Kilimanjaro,3,3,Same,Vudee,420,TRUE,GeoData Consultants Ltd,Water authority,Kiamachini water supply,TRUE,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,broken
23088,0,20/3/2013,Magadini-makiwaru Water,1369,Magadini-Makiwaru wa,37.01792224,-3.15133912,Kwa Evarist Nyaki,Pangani,Wiri,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,GeoData Consultants Ltd,Water Board,TM part two,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
37891,0,31/10/2012,World Vision,0,World vision,31.985621,-3.21391183,Nyamagana,Lake Tanganyika,Malendi,Shinyanga,17,5,Bukombe,Ikunguigazi,0,,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
62054,0,30/10/2012,Grumeti,1354,GRUMETI,34.46611512,-2.04644935,Makontena,Lake Victoria,Makundusi,Mara,20,2,Serengeti,Natta,300,FALSE,GeoData Consultants Ltd,WUG,GRUMETI,,2011,submersible,submersible,submersible,wug,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
58592,0,20/2/2013,Amref,1318,AMREF,34.27229204,-1.74969462,Zahanati,Lake Victoria,Nyabuchegeche,Mara,20,2,Serengeti,Ring'wani,50,,GeoData Consultants Ltd,Other,,,2010,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
42342,0,40610,Hifab,0,Hesawa,33.34648408,-2.96690911,Ngudulugulu C,Lake Victoria,Ngudulugulu,Mwanza,19,4,Kwimba,Ngudu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
32364,0,40819,Government Of Tanzania,470,DWE,36.73082037,-8.60068564,Shuleni,Rufiji,Chikuti Kati,Morogoro,5,4,Ulanga,Msogezi,400,FALSE,GeoData Consultants Ltd,,,FALSE,2007,nira/tanira,nira/tanira,handpump,other,other,never pay,never pay,fluoride,fluoride,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
33421,0,40759,,0,,34.21981263,-8.72179081,Shule Ya Msingi Itamba,Rufiji,Mlangari,Mbeya,12,7,Mbarali,Mapogoro,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
34310,25,25/2/2013,Lottery Club,686,World vision,37.46066446,-3.82132853,Kwa Mahundi,Pangani,Majengo,Manyara,21,4,Simanjiro,Ngorika,250,TRUE,GeoData Consultants Ltd,VWC,Nyumba ya mungu pipe scheme,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe,functional
16362,0,40824,Hifab,0,Hesawa,33.37569753,-2.79466512,Iyuki B,Lake Victoria,Iyuki B,Mwanza,19,4,Kwimba,Mwagi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
67229,300,19/4/2011,Mi,0,Mi,37.30143739,-6.46913047,Ndugai,Wami / Ruvu,Ndugai,Morogoro,5,1,Kilosa,Dumila,300,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2009,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
46417,0,26/1/2013,Tasaf/dmdd,1844,TASAF/DMDD,35.48487795,-3.85075241,Kanisani Rc,Internal,Manuwas,Manyara,21,3,Mbulu,Sanu,120,TRUE,GeoData Consultants Ltd,VWC,ENDAYAYA WATER SUPPLY,TRUE,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
54145,0,40727,Ccps,0,CCPS,35.86390465,-6.33900839,Kwa Mzungu,Rufiji,Miembeni,Dodoma,1,4,Chamwino,Mvumi Makulu,0,FALSE,GeoData Consultants Ltd,Private operator,Kwa,TRUE,0,windmill,wind-powered,wind-powered,private operator,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
64888,0,13/2/2013,Government Of Tanzania,1322,DWE,35.86257695,-4.20686181,Kwa Fabiano,Internal,Endamagai,Manyara,21,1,Babati,Mamire,264,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
19415,0,40577,Roman,2328,Commu,34.28447604,-9.27156548,none,Lake Nyasa,Ikovo,Iringa,11,3,Makete,Mang'oto,0,TRUE,GeoData Consultants Ltd,VWC,Malemb,FALSE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
42012,25,41343,Ces(gmbh),699,DWE,37.44074095,-3.49157093,Kwa Mashambo,Pangani,Stesheni,Kilimanjaro,3,4,Moshi Rural,Kahe,65,TRUE,GeoData Consultants Ltd,Water Board,Kirua kahe pumping water trust,TRUE,2008,submersible,submersible,submersible,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
7297,0,40666,Government Of Tanzania,386,DWE,36.81907658,-9.05078021,Kwamagerula 1,Rufiji,Mission,Morogoro,5,4,Ulanga,Ilonga,1,TRUE,GeoData Consultants Ltd,,,TRUE,1991,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
1843,20,18/3/2013,Government Of Tanzania,1007,DWE,36.80607857,-3.47855934,Kwa Bariki,Pangani,Marurani Juu,Arusha,2,2,Arusha Rural,Nduruma,100,TRUE,GeoData Consultants Ltd,VWC,Machumba estate pipe line,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,broken
42396,0,28/7/2011,Government Of Tanzania,0,Sengerema Water Department,32.82556745,-2.52398478,Kwa Sililo,Lake Victoria,Mtakuja,Mwanza,19,5,Sengerema,Nyamatongo,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
42258,5000,14/3/2011,Shipo,1374,DWE,34.79530009,-9.84902811,none,Lake Nyasa,Mjimwema,Iringa,11,5,Ludewa,Lugarawa,50,TRUE,GeoData Consultants Ltd,VWC,SHIPO,FALSE,2009,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
72238,0,13/3/2011,Tardo,1794,Tardo,38.24505193,-4.6619485,Kwa Mzee Hamisi,Pangani,Chavakaa,Tanga,4,1,Lushoto,Shume,1,TRUE,GeoData Consultants Ltd,VWC,Kibohelo  forest,TRUE,1992,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
42344,0,40702,,0,,33.57699163,-9.06850749,Shule Ya Msingi Ndaga,Lake Nyasa,Ndaga B,Mbeya,12,4,Rungwe,Isongole,0,TRUE,GeoData Consultants Ltd,VWC,I,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
21668,50,18/1/2013,,1216,MINISTRYOF WATER,33.50369736,-2.1270344,Kwa Magoma Kaliege,Lake Victoria,Chang'Ombe,Mara,20,4,Bunda,Neruma,250,TRUE,GeoData Consultants Ltd,VWC,Kasahunga piped scheme,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,non-functional
50835,0,41366,Government Of Tanzania,1619,DWE,36.65898357,-3.30144735,Kwa Lekako,Pangani,Lekako,Arusha,2,2,Arusha Rural,Kimnyaki,300,TRUE,GeoData Consultants Ltd,VWC,TPRI pipe line,TRUE,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
55403,0,40698,Kkkt,0,KKKT,33.14860859,-9.26914512,Kwa John,Lake Nyasa,Mwenge,Mbeya,12,2,Mbeya Rural,Iwiji,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
24974,0,16/2/2013,World Bank,1513,Water board,36.42085584,-5.53334564,Shuleni,Wami / Ruvu,Mdunku,Manyara,21,5,Kiteto,Engusero,1,TRUE,GeoData Consultants Ltd,Water Board,World banks water supplying,TRUE,2002,submersible,submersible,submersible,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
30838,0,22/2/2013,Government Of Tanzania,846,DWE,37.36797893,-3.32738101,Kwa Kimambo,Pangani,Kopiro,Kilimanjaro,3,4,Moshi Rural,Mbokomu,1,FALSE,GeoData Consultants Ltd,VWC,Mbokomu east,FALSE,1963,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,non-functional
22143,0,40851,Water,0,Commu,35.87817211,-5.89186837,Ofisini,Wami / Ruvu,Juhudi,Dodoma,1,5,Dodoma Urban,Chihanga,0,TRUE,GeoData Consultants Ltd,VWC,Gawa,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,broken
3814,0,30/3/2011,,0,,33.03509493,-9.40032439,Iyula,Lake Nyasa,Magereza,Mbeya,12,5,Ileje,Chitete,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
29952,0,13/3/2011,Roman Catholic,190,DWE,38.78943655,-5.11324963,Kwakhalid,Pangani,Nairobi,Tanga,4,3,Muheza,Kicheba,200,TRUE,GeoData Consultants Ltd,VWC,Mabula mountains spr,FALSE,1999,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional
58887,0,28/7/2011,,0,,33.48768372,-9.10732506,Shule Ya Msingi Igembe,Lake Nyasa,Katumba,Mbeya,12,4,Rungwe,Kinyala,0,FALSE,GeoData Consultants Ltd,Parastatal,,,0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
55900,100,40789,Magoma Adp,320,VWC,38.57297915,-4.89366308,Kwavasco,Pangani,Mbuyu,Tanga,4,2,Korogwe,Magoma,60,TRUE,GeoData Consultants Ltd,VWC,Magoma water supply,FALSE,2007,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
48283,0,40701,Kkkt,0,KKKT,33.09507079,-9.22417329,Regan Richard,Lake Nyasa,Songwe,Mbeya,12,6,Mbozi,Nyimbili,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,broken
27790,2000,40547,World Bank,123,KTA C,37.86277271,-7.2099256,Kwa Mzee Pembe,Wami / Ruvu,Kidimwi,Morogoro,5,2,Morogoro Rural,Mvuha,250,TRUE,GeoData Consultants Ltd,VWC,Mvuh,TRUE,2008,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
60320,20,23/2/2011,Private,164,Priva,38.94065235,-7.73203713,Polomo,Rufiji,Mbebetini,Pwani,60,53,Rufiji,Kibiti,1,FALSE,GeoData Consultants Ltd,Private operator,,TRUE,2009,nira/tanira,nira/tanira,handpump,private operator,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
62522,3000,19/7/2011,Ta,1618,CONS,31.02153901,-7.62488953,Katapulo,Lake Tanganyika,Katapulo,Rukwa,15,3,Nkasi,Isale,1,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2006,nira/tanira,nira/tanira,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,broken
6748,20,20/3/2013,A/co Germany,942,TPP TRUSTMOSHI,37.52836703,-3.36381934,Mosha Kitoto,Pangani,Neema,Kilimanjaro,3,4,Moshi Rural,Kilema Kusini,400,FALSE,GeoData Consultants Ltd,WUA,Jumuiya ya watumia maji kilema kusini,TRUE,2009,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
65919,0,40759,,0,,33.86585537,-9.36561665,Kandete,Lake Nyasa,Kandete,Mbeya,12,4,Rungwe,Itete,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
3788,0,40701,,0,,33.61129622,-9.21109965,Kwa Mzee Mwambene,Lake Nyasa,Lupasu,Mbeya,12,4,Rungwe,Kyimo,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
20845,0,41487,,1549,,34.84990395,-4.76717541,Athuman Hilinti,Internal,Ikhangao,Singida,13,2,Singida Rural,Kinyeto,1,TRUE,GeoData Consultants Ltd,VWC,,,0,other,other,other,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
70070,12000,25/2/2013,Japan,1020,DWE,35.34810051,-9.89158573,Kwa Magreth,Lake Nyasa,Lituta,Ruvuma,10,2,Songea Rural,Mahanje,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa mahanje,TRUE,2002,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
57355,0,28/3/2013,Not Known,1546,Not known,36.61869946,-3.29300336,Sekondari,Pangani,Afya,Arusha,2,2,Arusha Rural,Oltrumet,200,TRUE,GeoData Consultants Ltd,,,TRUE,2000,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,other,other,non-functional
1287,0,17/4/2011,Shipo,1718,SHIPO,35.02169273,-9.27428966,Secondary,Rufiji,Madete,Iringa,11,4,Njombe,Kidegembye,502,TRUE,GeoData Consultants Ltd,WUA,,TRUE,2009,other - rope pump,rope pump,rope pump,wua,user-group,pay when scheme fails,on failure,soft,good,dry,dry,hand dtw,borehole,groundwater,hand pump,hand pump,non-functional
41687,0,29/7/2011,Plan International,0,Plan Internationa,0,-0.00000002,Center,Lake Victoria,Elimu,Mwanza,19,6,Geita,Kasamwa,0,TRUE,GeoData Consultants Ltd,VWC,Mshinde,TRUE,0,afridev,afridev,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
36366,0,41192,Tcrs,0,TCRS,33.83495799,-3.76408399,Shule,Internal,Bukurwa,Shinyanga,17,8,Kishapu,Mwamashele,0,TRUE,GeoData Consultants Ltd,VWC,Tungu water piped scheme,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
